Year,Round,Fseed,Favored,Fscore,Useed,Underdog,Uscore,Winner
2008,1,4,Pittsburgh,82,13,Oral Roberts,63,Pittsburgh
2008,1,5,Michigan St.,72,12,Temple,61,Michigan St.
2008,1,6,Marquette,74,11,Kentucky,66,Marquette
2008,1,1,UCLA,70,16,Mississippi Valley St.,29,UCLA
2008,1,2,Duke,71,15,Belmont,70,Duke
2008,1,3,Xavier,73,14,Georgia,61,Xavier
2008,1,6,Purdue,90,11,Baylor,79,Purdue
2008,1,7,West Virginia,75,10,Arizona,65,West Virginia
2008,1,9,Texas A&M,67,8,BYU,62,Texas A&M
2008,1,4,Vanderbilt,62,13,Siena,83,Siena
2008,1,4,Connecticut,69,13,San Diego,70,San Diego
2008,1,5,Clemson,69,12,Villanova,75,Villanova
2008,1,5,Drake,99,12,Western Kentucky,101,Western Kentucky
2008,1,10,Davidson,82,7,Gonzaga,76,Davidson
2008,1,1,North Carolina,113,16,Mount St. Mary's,74,North Carolina
2008,1,2,Tennessee,72,15,American,57,Tennessee
2008,1,3,Louisville,79,14,Boise St.,61,Louisville
2008,1,6,Oklahoma,72,11,Saint Joseph's,64,Oklahoma
2008,1,7,Butler,81,10,South Alabama,61,Butler
2008,1,2,Georgetown,66,15,UMBC,47,Georgetown
2008,1,1,Memphis,87,16,UT Arlington,63,Memphis
2008,1,2,Texas,74,15,Austin Peay,54,Texas
2008,1,7,Miami FL,78,10,Saint Mary's,64,Miami FL
2008,1,8,Mississippi St.,76,9,Oregon,69,Mississippi St.
2008,1,8,Indiana,72,9,Arkansas,86,Arkansas
2008,2,2,Duke,67,7,West Virginia,73,West Virginia
2008,2,4,Washington St.,61,5,Notre Dame,41,Washington St.
2008,2,1,Kansas,75,8,UNLV,56,Kansas
2008,2,3,Wisconsin,72,11,Kansas St.,55,Wisconsin
2008,2,3,Stanford,82,6,Marquette,81,Stanford
2008,2,1,UCLA,53,9,Texas A&M,49,UCLA
2008,2,3,Xavier,85,6,Purdue,78,Xavier
2008,2,5,Michigan St.,65,4,Pittsburgh,54,Michigan St.
2008,2,2,Georgetown,70,10,Davidson,74,Davidson
2008,2,1,North Carolina,108,9,Arkansas,77,North Carolina
2008,2,2,Tennessee,76,7,Butler,71,Tennessee
2008,2,3,Louisville,78,6,Oklahoma,48,Louisville
2008,2,12,Villanova,84,13,Siena,72,Villanova
2008,2,1,Memphis,77,8,Mississippi St.,74,Memphis
2008,2,2,Texas,75,7,Miami FL,72,Texas
2008,2,12,Western Kentucky,72,13,San Diego,63,Western Kentucky
2008,3,1,North Carolina,68,4,Washington St.,47,North Carolina
2008,3,1,UCLA,88,12,Western Kentucky,78,UCLA
2008,3,3,Xavier,79,7,West Virginia,75,Xavier
2008,3,3,Louisville,79,2,Tennessee,60,Louisville
2008,3,3,Wisconsin,56,10,Davidson,73,Davidson
2008,3,1,Kansas,72,12,Villanova,57,Kansas
2008,3,1,Memphis,92,5,Michigan St.,74,Memphis
2008,3,2,Texas,82,3,Stanford,62,Texas
2008,4,1,North Carolina,83,3,Louisville,73,North Carolina
2008,4,1,UCLA,76,3,Xavier,57,UCLA
2008,4,1,Kansas,59,10,Davidson,57,Kansas
2008,4,1,Memphis,85,2,Texas,67,Memphis
2008,5,1,Kansas,84,1,North Carolina,66,Kansas
2008,5,1,Memphis,78,1,UCLA,63,Memphis
2008,6,1,Kansas,75,1,Memphis,68,Kansas
2009,PI,16,Morehead St.,58,16,Alabama St.,43,Morehead St.
2009,1,5,Illinois,72,12,Western Kentucky,76,Western Kentucky
2009,1,7,Clemson,59,10,Michigan,62,Michigan
2009,1,7,California,71,10,Maryland,84,Maryland
2009,1,2,Duke,86,15,Binghamton,62,Duke
2009,1,3,Villanova,80,14,American,67,Villanova
2009,1,6,UCLA,65,11,VCU,64,UCLA
2009,1,7,Texas,76,10,Minnesota,62,Texas
2009,1,1,North Carolina,101,16,Radford,58,North Carolina
2009,1,2,Oklahoma,82,15,Morgan St.,54,Oklahoma
2009,1,4,Gonzaga,77,13,Akron,64,Gonzaga
2009,1,9,Butler,71,8,LSU,75,LSU
2009,1,1,Connecticut,103,16,Chattanooga,47,Connecticut
2009,1,2,Memphis,81,15,Cal St. Northridge,70,Memphis
2009,1,4,Washington,71,13,Mississippi St.,58,Washington
2009,1,5,Purdue,61,12,Northern Iowa,56,Purdue
2009,1,8,BYU,66,9,Texas A&M,79,Texas A&M
2009,1,4,Wake Forest,69,13,Cleveland St.,84,Cleveland St.
2009,1,12,Wisconsin,61,5,Florida St.,59,Wisconsin
2009,1,5,Utah,71,12,Arizona,84,Arizona
2009,1,6,West Virginia,60,11,Dayton,68,Dayton
2009,1,10,USC,72,7,Boston College,55,USC
2009,1,1,Pittsburgh,72,16,East Tennessee St.,62,Pittsburgh
2009,1,4,Xavier,77,13,Portland St.,59,Xavier
2009,1,8,Oklahoma St.,77,9,Tennessee,75,Oklahoma St.
2009,1,1,Louisville,74,16,Morehead St.,54,Louisville
2009,1,2,Michigan St.,77,15,Robert Morris,62,Michigan St.
2009,1,3,Kansas,84,14,North Dakota St.,74,Kansas
2009,1,3,Syracuse,59,14,Stephen F. Austin,44,Syracuse
2009,1,6,Arizona St.,66,11,Temple,57,Arizona St.
2009,1,3,Missouri,78,14,Cornell,59,Missouri
2009,1,6,Marquette,58,11,Utah St.,57,Marquette
2009,1,8,Ohio St.,72,9,Siena,74,Siena
2009,2,2,Duke,74,7,Texas,69,Duke
2009,2,6,UCLA,69,3,Villanova,89,Villanova
2009,2,1,North Carolina,84,8,LSU,70,North Carolina
2009,2,2,Oklahoma,73,10,Michigan,63,Oklahoma
2009,2,4,Gonzaga,83,12,Western Kentucky,81,Gonzaga
2009,2,1,Connecticut,92,9,Texas A&M,66,Connecticut
2009,2,2,Memphis,89,10,Maryland,70,Memphis
2009,2,4,Washington,74,5,Purdue,76,Purdue
2009,2,1,Pittsburgh,84,8,Oklahoma St.,76,Pittsburgh
2009,2,4,Xavier,60,12,Wisconsin,49,Xavier
2009,2,1,Louisville,79,9,Siena,72,Louisville
2009,2,2,Michigan St.,74,10,USC,69,Michigan St.
2009,2,3,Kansas,60,11,Dayton,43,Kansas
2009,2,12,Arizona,71,13,Cleveland St.,57,Arizona
2009,2,6,Arizona St.,67,3,Syracuse,78,Syracuse
2009,2,3,Missouri,83,6,Marquette,79,Missouri
2009,3,1,Pittsburgh,60,4,Xavier,55,Pittsburgh
2009,3,1,Connecticut,72,5,Purdue,60,Connecticut
2009,3,2,Duke,54,3,Villanova,77,Villanova
2009,3,2,Memphis,91,3,Missouri,102,Missouri
2009,3,1,Louisville,103,12,Arizona,64,Louisville
2009,3,2,Michigan St.,67,3,Kansas,62,Michigan St.
2009,3,1,North Carolina,98,4,Gonzaga,77,North Carolina
2009,3,2,Oklahoma,84,3,Syracuse,71,Oklahoma
2009,4,1,Pittsburgh,76,3,Villanova,78,Villanova
2009,4,1,Connecticut,82,3,Missouri,75,Connecticut
2009,4,1,North Carolina,72,2,Oklahoma,60,North Carolina
2009,4,1,Louisville,52,2,Michigan St.,64,Michigan St.
2009,5,1,North Carolina,83,3,Villanova,69,North Carolina
2009,5,1,Connecticut,73,2,Michigan St.,82,Michigan St.
2009,6,1,North Carolina,89,2,Michigan St.,72,North Carolina
2010,PI,16,Winthrop,44,16,Arkansas Pine Bluff,61,Arkansas Pine Bluff
2010,1,3,Georgetown,83,14,Ohio,97,Ohio
2010,1,4,Vanderbilt,65,13,Murray St.,66,Murray St.
2010,1,6,Marquette,78,11,Washington,80,Washington
2010,1,6,Notre Dame,50,11,Old Dominion,51,Old Dominion
2010,1,10,Saint Mary's,80,7,Richmond,71,Saint Mary's
2010,1,1,Kentucky,100,16,East Tennessee St.,71,Kentucky
2010,1,3,New Mexico,62,14,Montana,57,New Mexico
2010,1,1,Kansas,90,16,Lehigh,74,Kansas
2010,1,6,Tennessee,62,11,San Diego St.,59,Tennessee
2010,1,2,Villanova,73,15,Robert Morris,70,Villanova
2010,1,3,Baylor,68,14,Sam Houston St.,59,Baylor
2010,1,2,Kansas St.,82,15,North Texas,62,Kansas St.
2010,1,5,Butler,77,12,UTEP,59,Butler
2010,1,7,BYU,99,10,Florida,92,BYU
2010,1,8,Texas,80,9,Wake Forest,81,Wake Forest
2010,1,9,Northern Iowa,69,8,UNLV,66,Northern Iowa
2010,1,5,Temple,65,12,Cornell,78,Cornell
2010,1,10,Missouri,86,7,Clemson,78,Missouri
2010,1,10,Georgia Tech,64,7,Oklahoma St.,59,Georgia Tech
2010,1,2,West Virginia,77,15,Morgan St.,50,West Virginia
2010,1,4,Wisconsin,53,13,Wofford,49,Wisconsin
2010,1,2,Ohio St.,68,15,UC Santa Barbara,51,Ohio St.
2010,1,4,Maryland,89,13,Houston,77,Maryland
2010,1,5,Michigan St.,70,12,New Mexico St.,67,Michigan St.
2010,1,1,Duke,73,16,Arkansas Pine Bluff,44,Duke
2010,1,4,Purdue,72,13,Siena,64,Purdue
2010,1,5,Texas A&M,69,12,Utah St.,53,Texas A&M
2010,1,8,California,77,9,Louisville,62,California
2010,1,1,Syracuse,79,16,Vermont,56,Syracuse
2010,1,3,Pittsburgh,89,14,Oakland,66,Pittsburgh
2010,1,6,Xavier,65,11,Minnesota,54,Xavier
2010,1,9,Florida St.,60,8,Gonzaga,67,Gonzaga
2010,2,11,Washington,82,3,New Mexico,64,Washington
2010,2,1,Kansas,67,9,Northern Iowa,69,Northern Iowa
2010,2,2,Villanova,68,10,Saint Mary's,75,Saint Mary's
2010,2,1,Kentucky,90,9,Wake Forest,60,Kentucky
2010,2,6,Tennessee,83,14,Ohio,68,Tennessee
2010,2,3,Baylor,76,11,Old Dominion,68,Baylor
2010,2,2,Kansas St.,84,7,BYU,72,Kansas St.
2010,2,5,Butler,54,13,Murray St.,52,Butler
2010,2,4,Wisconsin,69,12,Cornell,87,Cornell
2010,2,6,Xavier,71,3,Pittsburgh,68,Xavier
2010,2,2,West Virginia,68,10,Missouri,59,West Virginia
2010,2,2,Ohio St.,75,10,Georgia Tech,66,Ohio St.
2010,2,1,Duke,68,8,California,53,Duke
2010,2,4,Purdue,63,5,Texas A&M,61,Purdue
2010,2,1,Syracuse,87,8,Gonzaga,65,Syracuse
2010,2,4,Maryland,83,5,Michigan St.,85,Michigan St.
2010,3,1,Syracuse,59,5,Butler,63,Butler
2010,3,1,Kentucky,62,12,Cornell,45,Kentucky
2010,3,2,West Virginia,69,11,Washington,56,West Virginia
2010,3,2,Kansas St.,101,6,Xavier,96,Kansas St.
2010,3,2,Ohio St.,73,6,Tennessee,76,Tennessee
2010,3,5,Michigan St.,59,9,Northern Iowa,52,Michigan St.
2010,3,1,Duke,70,4,Purdue,57,Duke
2010,3,3,Baylor,72,10,Saint Mary's,49,Baylor
2010,4,2,Kansas St.,56,5,Butler,63,Butler
2010,4,1,Kentucky,66,2,West Virginia,73,West Virginia
2010,4,5,Michigan St.,70,6,Tennessee,69,Michigan St.
2010,4,1,Duke,78,3,Baylor,71,Duke
2010,5,1,Duke,78,2,West Virginia,57,Duke
2010,5,5,Butler,52,5,Michigan St.,50,Butler
2010,6,1,Duke,61,5,Butler,59,Duke
2011,PI,12,Clemson,70,12,UAB,52,Clemson
2011,PI,16,UNC Asheville,81,16,Arkansas Little Rock,77,UNC Asheville
2011,PI,16,UTSA,70,16,Alabama St.,61,UTSA
2011,PI,11,VCU,59,11,USC,46,VCU
2011,1,4,Louisville,61,13,Morehead St.,62,Morehead St.
2011,1,5,Vanderbilt,66,12,Richmond,69,Richmond
2011,1,11,Gonzaga,86,6,St. John's,71,Gonzaga
2011,1,4,Kentucky,59,13,Princeton,57,Kentucky
2011,1,5,West Virginia,84,12,Clemson,76,West Virginia
2011,1,1,Pittsburgh,74,16,UNC Asheville,51,Pittsburgh
2011,1,2,Florida,79,15,UC Santa Barbara,51,Florida
2011,1,3,BYU,74,14,Wofford,66,BYU
2011,1,4,Wisconsin,72,13,Belmont,58,Wisconsin
2011,1,5,Kansas St.,73,12,Utah St.,68,Kansas St.
2011,1,10,Michigan St.,76,7,UCLA,78,UCLA
2011,1,8,Butler,60,9,Old Dominion,58,Butler
2011,1,2,San Diego St.,68,15,Northern Colorado,50,San Diego St.
2011,1,3,Connecticut,81,14,Bucknell,52,Connecticut
2011,1,11,Missouri,63,6,Cincinnati,78,Cincinnati
2011,1,7,Temple,66,10,Penn St.,64,Temple
2011,1,6,Xavier,55,11,Marquette,66,Marquette
2011,1,6,Georgetown,56,11,VCU,74,VCU
2011,1,12,Memphis,75,5,Arizona,77,Arizona
2011,1,7,Texas A&M,50,10,Florida St.,57,Florida St.
2011,1,1,Ohio St.,75,16,UTSA,46,Ohio St.
2011,1,2,North Carolina,102,15,LIU Brooklyn,87,North Carolina
2011,1,3,Syracuse,77,14,Indiana St.,60,Syracuse
2011,1,7,Washington,68,10,Georgia,65,Washington
2011,1,9,Villanova,57,8,George Mason,61,George Mason
2011,1,1,Kansas,72,16,Boston University,53,Kansas
2011,1,2,Notre Dame,69,15,Akron,56,Notre Dame
2011,1,3,Purdue,65,14,Saint Peter's,43,Purdue
2011,1,1,Duke,87,16,Hampton,45,Duke
2011,1,4,Texas,85,13,Oakland,81,Texas
2011,1,9,Tennessee,45,8,Michigan,75,Michigan
2011,1,8,UNLV,62,9,Illinois,73,Illinois
2011,2,8,Butler,71,1,Pittsburgh,70,Butler
2011,2,4,Kentucky,71,5,West Virginia,63,Kentucky
2011,2,2,Florida,73,7,UCLA,65,Florida
2011,2,3,BYU,89,11,Gonzaga,67,BYU
2011,2,5,Kansas St.,65,4,Wisconsin,70,Wisconsin
2011,2,12,Richmond,65,13,Morehead St.,48,Richmond
2011,2,7,Temple,64,2,San Diego St.,71,San Diego St.
2011,2,3,Connecticut,69,6,Cincinnati,58,Connecticut
2011,2,3,Syracuse,62,11,Marquette,66,Marquette
2011,2,10,Florida St.,71,2,Notre Dame,57,Florida St.
2011,2,3,Purdue,76,11,VCU,94,VCU
2011,2,4,Texas,69,5,Arizona,70,Arizona
2011,2,1,Ohio St.,98,8,George Mason,66,Ohio St.
2011,2,7,Washington,83,2,North Carolina,86,North Carolina
2011,2,1,Kansas,73,9,Illinois,59,Kansas
2011,2,1,Duke,73,8,Michigan,71,Duke
2011,3,4,Wisconsin,54,8,Butler,61,Butler
2011,3,3,BYU,74,2,Florida,83,Florida
2011,3,1,Duke,77,5,Arizona,93,Arizona
2011,3,2,San Diego St.,67,3,Connecticut,74,Connecticut
2011,3,4,Kentucky,62,1,Ohio St.,60,Kentucky
2011,3,11,Marquette,63,2,North Carolina,81,North Carolina
2011,3,1,Kansas,77,12,Richmond,57,Kansas
2011,3,10,Florida St.,71,11,VCU,72,VCU
2011,4,8,Butler,74,2,Florida,71,Butler
2011,4,3,Connecticut,65,5,Arizona,63,Connecticut
2011,4,1,Kansas,61,11,VCU,71,VCU
2011,4,4,Kentucky,76,2,North Carolina,69,Kentucky
2011,5,4,Kentucky,55,3,Connecticut,56,Connecticut
2011,5,8,Butler,70,11,VCU,62,Butler
2011,6,8,Butler,41,3,Connecticut,53,Connecticut
2012,PI,16,Western Kentucky,59,16,Mississippi Valley St.,58,Western Kentucky
2012,PI,14,BYU,78,14,Iona,72,BYU
2012,PI,12,California,54,12,South Florida,65,South Florida
2012,PI,16,Lamar,59,16,Vermont,71,Vermont
2012,1,5,Wichita St.,59,12,VCU,62,VCU
2012,1,6,UNLV,64,11,Colorado,68,Colorado
2012,1,1,Syracuse,72,16,UNC Asheville,65,Syracuse
2012,1,2,Ohio St.,78,15,Loyola MD,59,Ohio St.
2012,1,4,Wisconsin,73,13,Montana,49,Wisconsin
2012,1,5,Vanderbilt,79,12,Harvard,70,Vanderbilt
2012,1,7,Gonzaga,77,10,West Virginia,54,Gonzaga
2012,1,8,Kansas St.,70,9,Southern Miss,64,Kansas St.
2012,1,1,Kentucky,81,16,Western Kentucky,66,Kentucky
2012,1,3,Baylor,68,14,South Dakota St.,60,Baylor
2012,1,4,Indiana,79,13,New Mexico St.,66,Indiana
2012,1,8,Iowa St.,77,9,Connecticut,64,Iowa St.
2012,1,3,Marquette,88,14,BYU,68,Marquette
2012,1,4,Louisville,69,13,Davidson,62,Louisville
2012,1,5,New Mexico,75,12,Long Beach St.,68,New Mexico
2012,1,6,Murray St.,58,11,Colorado St.,41,Murray St.
2012,1,2,Duke,70,15,Lehigh,75,Lehigh
2012,1,2,Missouri,84,15,Norfolk St.,86,Norfolk St.
2012,1,4,Michigan,60,13,Ohio,65,Ohio
2012,1,5,Temple,44,12,South Florida,58,South Florida
2012,1,11,North Carolina St.,79,6,San Diego St.,65,North Carolina St.
2012,1,10,Purdue,72,7,Saint Mary's,69,Purdue
2012,1,7,Notre Dame,63,10,Xavier,67,Xavier
2012,1,3,Florida St.,66,14,St. Bonaventure,63,Florida St.
2012,1,6,Cincinnati,65,11,Texas,59,Cincinnati
2012,1,1,North Carolina,77,16,Vermont,58,North Carolina
2012,1,2,Kansas,65,15,Detroit,50,Kansas
2012,1,3,Georgetown,74,14,Belmont,59,Georgetown
2012,1,9,Alabama,57,8,Creighton,58,Creighton
2012,1,1,Michigan St.,89,16,LIU Brooklyn,67,Michigan St.
2012,1,7,Florida,71,10,Virginia,45,Florida
2012,1,8,Memphis,54,9,Saint Louis,61,Saint Louis
2012,2,1,Syracuse,75,8,Kansas St.,59,Syracuse
2012,2,2,Ohio St.,73,7,Gonzaga,66,Ohio St.
2012,2,4,Wisconsin,60,5,Vanderbilt,57,Wisconsin
2012,2,1,Kentucky,87,8,Iowa St.,71,Kentucky
2012,2,3,Baylor,80,11,Colorado,63,Baylor
2012,2,4,Indiana,63,12,VCU,61,Indiana
2012,2,3,Marquette,62,6,Murray St.,53,Marquette
2012,2,4,Louisville,59,5,New Mexico,56,Louisville
2012,2,3,Georgetown,63,11,North Carolina St.,66,North Carolina St.
2012,2,3,Florida St.,56,6,Cincinnati,62,Cincinnati
2012,2,1,North Carolina,87,8,Creighton,73,North Carolina
2012,2,2,Kansas,63,10,Purdue,60,Kansas
2012,2,10,Xavier,70,15,Lehigh,58,Xavier
2012,2,1,Michigan St.,65,9,Saint Louis,61,Michigan St.
2012,2,7,Florida,84,15,Norfolk St.,50,Florida
2012,2,12,South Florida,56,13,Ohio,62,Ohio
2012,3,7,Florida,68,3,Marquette,58,Florida
2012,3,1,Michigan St.,44,4,Louisville,57,Louisville
2012,3,1,Syracuse,64,4,Wisconsin,63,Syracuse
2012,3,2,Ohio St.,81,6,Cincinnati,66,Ohio St.
2012,3,1,North Carolina,73,13,Ohio,65,North Carolina
2012,3,2,Kansas,60,11,North Carolina St.,57,Kansas
2012,3,1,Kentucky,102,4,Indiana,90,Kentucky
2012,3,3,Baylor,75,10,Xavier,70,Baylor
2012,4,7,Florida,68,4,Louisville,72,Louisville
2012,4,2,Ohio St.,77,1,Syracuse,70,Ohio St.
2012,4,1,Kentucky,82,3,Baylor,70,Kentucky
2012,4,2,Kansas,80,1,North Carolina,67,Kansas
2012,5,1,Kentucky,69,4,Louisville,61,Kentucky
2012,5,2,Ohio St.,62,2,Kansas,64,Kansas
2012,6,1,Kentucky,67,2,Kansas,59,Kentucky
2013,PI,11,Saint Mary's,67,11,Middle Tennessee,54,Saint Mary's
2013,PI,16,North Carolina A&T,73,16,Liberty,72,North Carolina A&T
2013,PI,16,James Madison,68,16,LIU Brooklyn,55,James Madison
2013,PI,13,La Salle,80,13,Boise St.,71,La Salle
2013,1,3,New Mexico,62,14,Harvard,68,Harvard
2013,1,5,UNLV,61,12,California,64,California
2013,1,5,Oklahoma St.,55,12,Oregon,68,Oregon
2013,1,3,Marquette,59,14,Davidson,58,Marquette
2013,1,4,Syracuse,81,13,Montana,34,Syracuse
2013,1,6,Butler,68,11,Bucknell,56,Butler
2013,1,1,Louisville,79,16,North Carolina A&T,48,Louisville
2013,1,3,Michigan St.,65,14,Valparaiso,54,Michigan St.
2013,1,4,Saint Louis,64,13,New Mexico St.,44,Saint Louis
2013,1,11,Saint Mary's,52,6,Memphis,54,Memphis
2013,1,8,Colorado St.,84,9,Missouri,72,Colorado St.
2013,1,4,Michigan,71,13,South Dakota St.,56,Michigan
2013,1,5,VCU,88,12,Akron,42,VCU
2013,1,1,Gonzaga,64,16,Southern,58,Gonzaga
2013,1,6,Arizona,81,11,Belmont,64,Arizona
2013,1,8,Pittsburgh,55,9,Wichita St.,73,Wichita St.
2013,1,2,Georgetown,68,15,Florida Gulf Coast,78,Florida Gulf Coast
2013,1,4,Kansas St.,61,13,La Salle,63,La Salle
2013,1,5,Wisconsin,46,12,Mississippi,57,Mississippi
2013,1,11,Minnesota,83,6,UCLA,63,Minnesota
2013,1,10,Iowa St.,76,7,Notre Dame,58,Iowa St.
2013,1,1,Indiana,83,16,James Madison,62,Indiana
2013,1,2,Miami FL,78,15,Pacific,49,Miami FL
2013,1,7,Illinois,57,10,Colorado,49,Illinois
2013,1,2,Duke,73,15,Albany,61,Duke
2013,1,7,Creighton,67,10,Cincinnati,63,Creighton
2013,1,1,Kansas,64,16,Western Kentucky,57,Kansas
2013,1,3,Florida,79,14,Northwestern St.,47,Florida
2013,1,7,San Diego St.,70,10,Oklahoma,55,San Diego St.
2013,1,8,North Carolina,78,9,Villanova,71,North Carolina
2013,1,2,Ohio St.,95,15,Iona,70,Ohio St.
2013,1,8,North Carolina St.,72,9,Temple,76,Temple
2013,2,4,Saint Louis,57,12,Oregon,74,Oregon
2013,2,1,Gonzaga,70,9,Wichita St.,76,Wichita St.
2013,2,3,Marquette,74,6,Butler,72,Marquette
2013,2,4,Syracuse,66,12,California,60,Syracuse
2013,2,1,Louisville,82,8,Colorado St.,56,Louisville
2013,2,3,Michigan St.,70,6,Memphis,48,Michigan St.
2013,2,4,Michigan,78,5,VCU,53,Michigan
2013,2,6,Arizona,74,14,Harvard,51,Arizona
2013,2,7,San Diego St.,71,15,Florida Gulf Coast,81,Florida Gulf Coast
2013,2,1,Indiana,58,9,Temple,52,Indiana
2013,2,2,Miami FL,63,7,Illinois,59,Miami FL
2013,2,2,Duke,66,7,Creighton,50,Duke
2013,2,1,Kansas,70,8,North Carolina,58,Kansas
2013,2,3,Florida,78,11,Minnesota,64,Florida
2013,2,2,Ohio St.,78,10,Iowa St.,75,Ohio St.
2013,2,12,Mississippi,74,13,La Salle,76,La Salle
2013,3,1,Indiana,50,4,Syracuse,61,Syracuse
2013,3,2,Ohio St.,73,6,Arizona,70,Ohio St.
2013,3,9,Wichita St.,72,13,La Salle,58,Wichita St.
2013,3,2,Miami FL,61,3,Marquette,71,Marquette
2013,3,4,Michigan,87,1,Kansas,85,Michigan
2013,3,1,Louisville,77,12,Oregon,69,Louisville
2013,3,2,Duke,71,3,Michigan St.,61,Duke
2013,3,3,Florida,62,15,Florida Gulf Coast,50,Florida
2013,4,2,Ohio St.,66,9,Wichita St.,70,Wichita St.
2013,4,4,Syracuse,55,3,Marquette,39,Syracuse
2013,4,1,Louisville,85,2,Duke,63,Louisville
2013,4,3,Florida,59,4,Michigan,79,Michigan
2013,5,1,Louisville,72,9,Wichita St.,68,Louisville
2013,5,4,Michigan,61,4,Syracuse,56,Michigan
2013,6,1,Louisville,82,4,Michigan,76,Louisville
2014,PI,12,Xavier,59,12,North Carolina St.,74,North Carolina St.
2014,PI,16,Albany,71,16,Mount St. Mary's,64,Albany
2014,PI,11,Tennessee,78,11,Iowa,65,Tennessee
2014,PI,16,Cal Poly,81,16,Texas Southern,69,Cal Poly
2014,1,5,Cincinnati,57,12,Harvard,61,Harvard
2014,1,5,Oklahoma,75,12,North Dakota St.,80,North Dakota St.
2014,1,6,Ohio St.,59,11,Dayton,60,Dayton
2014,1,2,Villanova,73,15,Milwaukee,53,Villanova
2014,1,4,Michigan St.,93,13,Delaware,78,Michigan St.
